,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,lexicon_count,sentence_count
831,Engage Me_ The Mature-Age Worker and Stereotype Threat,16.8,17.76,21.33,12.95,19.8,14.0,6.92,8777,359
832,Engaged and Productive Misfits_ How Job Crafting and Leisure Activity Mitigate the Negative Effects of Value Incongruence,17.3,15.32,28.17,12.82,18.5,13.5,6.56,9469,364
833,"Fail Often, Fail Big, and Fail Fast_ Learning from Small Failures and R&D Performance in the Pharmaceutical Industry",15.3,13.87,38.45,12.08,16.3,12.833333333333334,6.47,10530,436
834,Flourishing via Workplace Relationships_ Moving Beyond Instrumental Support,17.0,15.67,28.47,12.43,18.6,16.2,6.36,11370,443
835,Friends and Profits Don’t Mix_ The Performance Implications of Repeated Partnerships,16.3,15.79,30.4,12.34,17.7,17.2,6.78,8102,341
836,Funding Financial Inclusion_ Institutional Logics and the Contextual Contingency of Funding for Microfinance Organizations,16.9,14.92,27.76,12.96,18.3,15.2,6.61,13589,514
837,Fuzzy Logic and the Market_ A Configurational Approach to Investor Perceptions of Acquisition Announcements,18.3,16.08,16.76,14.21,20.3,16.0,6.85,13330,461
838,Health Care’s Grand Challenge_ Stimulating Basic Science on Diseases that Primarily Afflict the Poor,17.4,16.08,27.05,13.23,19.6,18.25,6.59,11266,416
839,How do Firms Adapt_ A Fuzzy-Set Analysis of the Role of Cognition and Capabilities in U.S. Defense Firms’ Responses to 9_11,18.2,16.37,24.82,14.78,20.8,11.0,7.2,10859,370
840,How Does Leader Humility Influence Team Performance_ Exploring the Mechanisms of Contagion and Collective Promotion Focus,17.8,16.08,19.6,13.18,19.1,13.666666666666666,6.74,10437,400
841,How Open System Intermediaries Address Institutional Failures_ The Case of Business Incubators in Emerging-Market Countries,17.4,17.41,21.53,12.35,19.3,16.4,6.66,10121,419
842,Integrating the Bright and Dark Sides of OCB_ A Daily Investigation of the Benefits and Costs of Helping Others,17.4,15.67,29.08,12.77,18.4,27.666666666666668,6.67,9585,382
843,"Knowledge Inheritance, Vertical Integration, and Entrant Survival in the Early U.S. Auto Industry",18.5,16.49,24.61,14.5,20.9,15.6,6.89,8910,302
844,"Local Partnering in Foreign Ventures_ Uncertainty, Experiential Learning, and Syndication in Cross-Border Venture Capital Investments",18.9,16.31,13.72,14.96,21.9,25.0,6.69,11741,368
845,Magnification and Correction of the Acolyte Effect_ Initial Benefits and Ex Post Settling up in NFL Coaching Careers,17.0,15.38,28.17,13.13,18.6,18.5,6.74,10031,386
846,Management’s Science–Practice Gap_ A Grand Challenge for All Stakeholders,16.4,15.32,37.13,12.87,18.2,10.125,6.69,12399,486
847,Managing Coordination in Multiteam Systems_ Integrating Micro and Macro Perspectives,16.7,17.87,17.64,10.83,17.9,16.4,6.59,12131,616
848,Managing the Consequences of Organizational Stigmatization_ Identity Work in a Social Enterprise,16.5,14.45,35.2,13.28,18.4,19.5,6.63,15286,557
849,Managing the Risks of Proactivity_ A Multilevel Study of Initiative and Performance in the Middle Management Context,18.1,17.58,21.63,12.48,19.3,42.0,6.73,10307,427
850,Mechanisms of Hybrid Governance_ Administrative Committees in Non-Equity Alliances,19.0,18.46,7.79,14.61,22.4,16.6,6.98,10497,357
851,Mediated Sensemaking,15.3,13.76,39.67,11.75,15.6,19.25,6.53,14256,620
852,Micro-Foundations of Firm-Specific Human Capital_ When Do Employees Perceive Their Skills to be Firm-Specific_,16.7,15.55,31.11,11.65,17.3,23.0,6.43,11370,492
853,Misfit and Milestones_ Structural Elaboration and Capability Reinforcement in the Evolution of Entrepreneurial Top Management Teams,16.0,14.16,35.0,13.12,18.2,11.428571428571429,6.42,10606,384
854,Mobilization in the Internet Age_ Internet Activism and Corporate Response,16.7,14.92,28.06,12.96,18.3,21.5,6.7,11862,454
855,"My Family Made Me Do It_ A Cross-Domain, Self-Regulatory Perspective on Antecedents to Abusive Supervision",18.0,15.9,17.78,13.6,19.9,10.375,6.64,11089,398
856,Not All Inequality Is Equal_ Deconstructing the Societal Logic of Patriarchy to Understand Microfinance Lending to Women,16.6,14.86,27.96,13.03,18.1,21.0,6.74,12323,470
857,Partners in Crime_ The Effects of Diversity on the Longevity of Cartels,16.8,15.84,22.04,12.55,17.7,25.333333333333332,6.87,10058,425
858,Perceptions of Employee Volunteering_ Is It “Credited” or “Stigmatized” by Colleagues_,17.9,16.6,21.63,11.97,18.6,11.428571428571429,6.4,9920,411
859,Persona Non Grata_ Determinants and Consequences of Social Distancing from Journalists Who Engage in Negative Coverage of Firm Leadership,20.0,16.14,20.96,15.54,22.3,21.0,6.82,10606,320
860,Protecting Market Identity_ When and How Do Organizations Respond to Consumers’ Devaluations_,17.3,16.37,20.82,13.26,18.7,21.25,7.02,9763,392
861,"Psyched-up to Suck-up_ Self-regulated Cognition, Interpersonal Influence, and Recommendations for Board Appointments in the Corporate Elite",20.4,17.13,12.09,15.48,23.4,27.0,6.63,10667,318
862,"Ready, AIM, Acquire_ Impression Offsetting and Acquisitions",18.9,17.41,12.06,12.45,19.7,15.0,6.47,10028,398
863,Relational Changes During Role Transitions_ The Interplay of Efficiency and Cohesion,15.9,14.45,38.45,12.22,16.8,8.25,6.56,11961,494
864,Reputation as a Benefit and a Burden_ How Stakeholders’ Organizational Identification Affects the Role of Reputation Following a Negative Event,18.7,17.12,11.35,12.7,19.9,16.6,6.53,9437,365
865,Scaffolding_ A Process of Transforming Patterns of Inequality in Small-Scale Societies,16.4,16.02,28.88,12.93,18.6,19.5,6.86,12411,490
866,Selective Regulator Decoupling and Organizations’ Strategic Responses,18.1,16.71,20.52,13.29,19.3,22.0,7.06,10894,432
867,Some Things Can Never Be Unseen_ The Role of Context in Psychological Injury at War,17.4,13.99,29.93,15.49,20.4,21.333333333333332,7.02,15665,480
868,Spilling Outside the Box_ The Effects of Individuals’ Creative Behaviors at Work on Time Spent with their Spouses at Home,17.1,15.04,33.58,14.25,19.4,12.5,7.02,10009,345
869,Status Matters_ The Asymmetric Effects of Supervisor–Subordinate Disability Incongruence and Climate for Inclusion,17.9,16.48,20.62,12.77,19.0,14.166666666666666,6.69,8712,347
870,Stories about Values and Valuable Stories_ A Field Experiment of the Power of Narratives to Shape Newcomers’ Actions,17.4,16.6,19.6,13.26,19.6,27.333333333333332,6.8,8146,312
871,Temporal Institutional Work,17.5,15.9,28.17,12.97,18.9,19.5,6.62,13140,505
872,The Art of Representation_ How Audience-specific Reputations Affect Success in the Contemporary Art Field,18.7,15.97,24.61,14.09,20.5,19.5,6.68,10814,366
873,The Behavioral Theory of the (Governed) Firm_ Corporate Board Influences on Organizations’ Responses to Performance Shortfalls,18.7,17.0,17.27,13.98,20.9,21.5,6.77,9291,327
874,The Dark Side of Board Political Capital_ Enabling Blockholder Rent Appropriation,17.8,17.29,21.74,12.67,19.0,13.833333333333334,6.93,8676,362
875,The Grammar of Decoupling_ A Cognitive-Linguistic Perspective on Firms’ Sustainability Claims and Stakeholders’ Interpretation,16.0,16.53,33.85,11.42,16.9,20.5,6.81,10242,501
876,The Impact of CEO Succession with Gender Change on Firm Performance and Successor Early Departure_ Evidence from China’s Publicly Listed Companies in 1997–2010,17.1,15.15,28.06,12.2,18.5,26.333333333333332,6.13,11030,423
877,The Online Shadow of Offline Signals_ Which Sellers Get Contacted in Online B2B Marketplaces_,18.9,16.08,13.82,15.23,21.6,28.333333333333332,6.83,11348,357
878,The Operational and Signaling Benefits of Voluntary Labor Code Adoption_ Reconceptualizing the Scope of Human Resource Management in Emerging Economies,19.3,16.6,21.67,16.21,22.4,37.5,7.34,9753,301
879,The Quest for Originality_ A New Typology of Knowledge Search and Breakthrough Inventions,17.3,16.83,29.08,12.62,19.3,25.333333333333332,6.56,13213,526
880,There’s No Beer without a Smoke_ Community Cohesion and Neighboring Communities’ Effects on Organizational Resistance to Antismoking Regulations in the Dutch Hospitality Industry,18.1,15.44,25.02,14.48,19.9,22.0,6.97,14387,495
881,Third Party Employment Branding_ Human Capital Inflows and Outflows Following “Best Places to Work” Certifications,18.8,17.58,18.39,13.84,20.9,16.2,6.98,9920,364
882,Turning their Pain to Gain_ Charismatic Leader Influence on Follower Stress Appraisal and Job Performance,17.6,17.24,26.95,13.41,20.6,14.8,6.62,10564,389
883,Under the Radar_ Regulatory Collaborations and their Selective Use to Facilitate Organizational Compliance,20.9,19.97,-3.21,15.68,24.8,15.0,7.13,9866,309
884,Understanding and Tackling Societal Grand Challenges through Management Research,18.0,16.95,17.07,15.5,20.8,21.0,7.86,6631,232
885,"Understanding Community Dynamics in the Study of Grand Challenges_ How Nonprofits, Institutional Actors, and the Community Fabric Interact to Influence Income Inequality",18.1,17.53,12.77,13.12,19.5,19.75,7.0,11423,466
886,"Understanding the Direction, Magnitude, and Joint Effects of Reputation When Multiple Actors’ Reputations Collide",16.8,14.05,28.06,12.53,17.4,15.4,6.4,9443,362
887,Unearned Status Gain_ Evidence from a Global Language Mandate,17.3,15.73,25.42,14.07,19.9,14.2,6.8,15474,539
888,Venture Capital Ownership as a Contingent Resource_ How Owner–Firm Fit Influences IPO Outcomes,18.8,14.57,27.19,16.8,22.2,20.5,7.15,11432,324
889,What Do I Take With Me_ The Mediating Effect of Spin-out Team Size and Tenure on the Founder–Firm Performance Relationship,16.9,15.21,26.03,13.58,19.4,13.8,6.59,13568,482
890,Whatever It Takes to Win_ Rivalry Increases Unethical Behavior,18.0,15.09,26.34,13.44,19.3,11.857142857142858,6.58,13129,473
891,When Do Entrepreneurs Accurately Evaluate Venture Capital Firms’ Track Records_ A Bounded Rationality Perspective,16.0,15.72,24.78,10.74,16.6,15.6,6.31,15872,756
892,When Experts Become Liabilities_ Domain Experts on Boards and Organizational Failure,17.8,15.39,24.21,14.49,20.1,25.333333333333332,6.8,11021,369
893,"When in Rome, Look Like Caesar_ Investigating the Link between Demand-side Cultural Power Distance and CEO Power",18.5,16.6,15.95,14.72,21.1,20.5,6.99,11435,385
894,When Justice Promotes Injustice_ Why Minority Leaders Experience Bias When They Adhere to Interpersonal Justice Rules,18.1,16.89,18.59,13.49,20.3,14.166666666666666,6.73,11421,422
895,Why Are Abusive Supervisors Abusive_ A Dual-system Self-control Model,19.5,17.82,8.91,14.19,21.6,12.0,6.95,9870,349
896,A Neurological and Ideological Perspective of Ethical Leadership,18.0,15.84,20.11,13.33,18.7,12.285714285714286,6.96,10199,399
897,An Inconvenient Truth_ How Organizations Translate Climate Change into Business as Usual,18.1,17.3,16.76,14.45,21.1,14.6,7.08,12006,416
898,Artful and Contorted Coordinating_ The Ramifications of Imposing Formal Logics of Task Jurisdiction on Situated Practice,15.5,15.03,31.41,11.48,16.6,19.25,6.43,16584,726
899,Beyond Lobbying Expenditures_ How Lobbying Breadth and Political Connectedness Affect Firm Outcomes,18.7,16.02,25.93,13.71,20.0,18.6,6.69,11182,396
900,Bringing the Boss’s Politics In_ Supervisor Political Ideology and the Gender Gap in Earnings,18.4,16.78,16.76,14.26,20.8,21.25,6.83,12398,429
901,Compromise on the Board_ Investigating the Antecedents and Consequences of Lead Independent Director Appointment,18.1,15.09,26.64,13.38,18.9,21.75,6.61,11972,436
902,Constructing a Shared Governance Logic_ The Role of Emotions in Enabling Dually Embedded Agency,17.0,15.55,26.44,13.65,19.4,19.25,6.77,14470,523
903,Corporate Volunteering Climate_ Mobilizing Employee Passion for Societal Causes and Inspiring Future Charitable Action,18.4,16.77,19.71,12.95,19.6,11.714285714285714,6.67,9330,359
904,Design Performances_ How Organizations Inscribe Artifacts to Change Routines,18.4,17.93,11.14,13.13,20.5,19.75,6.69,14027,537
905,Discordant vs. Harmonious Selves_ The Effects of Identity Conflict and Enhancement on Sales Performance in Employee–Customer Interactions,17.9,16.83,21.13,11.82,19.1,17.6,6.2,11191,455
906,Does Diversity-Valuing Behavior Result in Diminished Performance Ratings for Non-White and Female Leaders_,18.0,16.26,16.25,14.15,20.8,14.6,6.75,9626,327
907,Economic Downturns Undermine Workplace Helping by Promoting a Zero-Sum Construal of Success,17.5,14.63,27.56,13.28,18.2,15.0,6.72,10169,382
908,Effects of Employees’ Positive Affective Displays on Customer Loyalty Intentions_ An Emotions-as-Social-Information Perspective,17.9,17.82,21.53,12.42,19.6,16.4,6.68,10038,415
909,Emotions Uncorked_ Inspiring Evangelism for the Emerging Practice of Cool-Climate Winemaking in Ontario,18.1,16.49,25.42,14.32,20.5,16.0,7.0,12946,451
910,Evaluating Novelty_ The Role of Panels in the Selection of R&D Projects,15.9,14.97,31.72,11.42,16.5,25.666666666666668,6.43,16266,724
911,Failed Stakeholder Exchanges and Corporate Reputation_ The Case of Earnings Misses,15.3,15.55,35.27,10.18,15.5,13.0,6.31,14120,744
912,"Forgone, but not Forgotten_ Toward a Theory of Forgone Professional Identities",17.3,12.54,36.15,15.93,20.4,19.25,6.79,16624,478
913,From Good Soldiers to Psychologically Entitled_ Examining When and Why Citizenship Behavior Leads to Deviance,17.2,15.5,20.52,12.52,18.3,19.75,6.51,10432,414
914,Getting Leopards to Change their Spots_ Co-creating a New Professional Role Identity,17.2,15.5,32.67,14.16,20.2,28.333333333333332,6.6,15258,510
915,"Glass Breaking, Strategy Making, and Value Creating_ Meta-Analytic Outcomes of Women as CEOs and TMT members",17.7,17.0,21.02,12.73,19.2,15.4,6.77,11452,464
916,Green by Comparison_ Deviant and Normative Transmutations of Job Search Envy in a Temporal Context,17.1,15.79,26.74,13.44,19.6,16.0,6.68,10918,398
917,Health Systems in Transition_ Professional Identity Work in the Context of Shifting Institutional Logics,19.0,15.44,19.54,16.48,22.5,39.5,7.11,13483,391
918,Hidden Badge of Honor_ How Contextual Distinctiveness Affects Category Promotion among Certified B Corporations,19.0,16.95,9.82,13.71,20.4,22.75,6.81,11651,425
919,High-Stakes Institutional Translation_ Establishing North America’s First Government-sanctioned Supervised Injection Site,17.5,14.92,31.75,14.57,20.4,20.75,6.79,18379,596
920,How Do Entrepreneurial Founding Teams Allocate Task Positions_,18.3,15.15,23.6,14.48,20.3,19.75,6.72,13246,435
921,How does a Grand Challenge Become Displaced_ Explaining the Duality of Field Mobilization,17.2,15.73,26.64,13.61,19.4,12.666666666666666,6.83,13489,491
922,How Organizations Move from Stigma to Legitimacy_ The Case of Cook’s Travel Agency in Victorian Britain,16.1,14.34,35.31,13.61,18.2,18.0,6.92,16019,586
923,How Organizations Respond to Information Disclosure_ Testing Alternative Longitudinal Performance Trajectories,18.6,16.31,15.14,14.54,21.1,13.833333333333334,6.8,10500,344
924,"Human Resource Systems, Employee Creativity, and Firm Innovation_ The Moderating Role of Firm Ownership",18.6,17.18,17.88,13.85,21.0,30.0,6.79,9834,354
925,I Just Can’t Control Myself_ A Self-Regulation Perspective on the Abuse of Deviant Employees,18.7,18.05,10.13,13.65,21.3,12.571428571428571,6.81,8592,317
926,Ideology and the Micro-foundations of CSR_ Why Executives Believe in the Business Case for CSR and how this Affects their CSR Engagements,16.8,14.34,27.86,12.81,17.7,24.0,6.49,11049,420
927,Imprinting through Inheritance_ A Multi-Genealogical Study of Entrepreneurial Proclivity,18.1,17.18,18.28,13.26,20.6,22.5,6.54,10919,399
928,In The Beginning_ Identity Processes and Organizing in Multi-Founder Nascent Ventures,17.8,15.21,31.75,14.51,20.5,28.333333333333332,6.67,16126,523
929,"Institutional Complexity in Turbulent Times_ Formalization, Collaboration, and the Emergence of Blended Logics",18.7,17.07,15.04,14.44,21.8,21.0,6.64,16652,544
930,Institutional Logics and Power Sources_ Merger and Acquisition Decisions,17.4,14.92,25.93,14.03,19.1,18.75,6.86,11702,415
931,Is Consistently Unfair Better than Sporadically Fair_ An Investigation of Justice Variability and Stress,17.6,15.84,26.44,13.45,19.8,10.75,6.57,13226,478
932,Is it Better to Give or Receive_ The Role of Help in Buffering the Depleting Effects of Surface Acting,17.7,15.84,25.73,14.28,20.1,15.0,7.07,7943,280
933,"Is Love All You Need_ The Effects of Emotional Culture, Suppression, and Work–family Conflict on Firefighter Risk-Taking and Health",17.3,15.67,26.64,13.41,19.5,13.0,6.66,14741,536
934,"Is There a Doctor in the House_ Expert Product Users, Organizational Roles, and Innovation",16.9,15.15,27.66,13.3,18.6,14.4,6.76,11692,441
935,Knowledge Dependence and the Formation of Director Interlocks,15.6,16.01,35.07,10.11,16.0,15.0,6.23,15170,791
936,Knowledge Exchange Processes in Multicultural Teams_ Linking Organizational Diversity Climates to Teams’ Effectiveness,15.9,15.66,32.63,11.79,16.7,15.8,6.75,12082,559
937,"Language and Competition_ Communication Vagueness, Interpretation Difficulties, and Market Entry",17.1,15.44,27.86,13.18,18.6,18.25,6.72,12108,461
938,Maintaining the Values of a Profession_ Institutional Work and Moral Emotions in the Emergency Department,17.0,16.83,21.84,11.69,18.6,15.6,6.31,19303,808
939,Male Immorality_ An Evolutionary Account of Sex Differences in Unethical Negotiation Behavior,18.4,15.79,19.3,12.68,19.1,16.8,6.37,13449,509
940,Masters of Disasters_ An Empirical Analysis of How Societies Benefit from Corporate Disaster Aid,17.4,14.74,26.64,13.51,18.7,15.8,6.69,11682,425
941,Moral Symbols_ A Necklace of Garlic against Unethical Requests,17.3,13.99,33.58,13.79,18.7,19.75,6.56,12897,444
942,Moving from Abuse to Reconciliation_ A Power-Dependence Perspective on When and How a Follower Can Break the Spiral of Abuse,18.2,15.56,25.32,13.85,19.9,20.75,6.62,11499,399
943,Multinational Enterprises within Cultural Space and Place_ Integrating Cultural Distance and Tightness–Looseness,17.1,16.31,29.48,12.93,18.6,15.8,6.86,8035,325
944,Negotiating the Challenges of a Calling_ Emotion and Enacted Sensemaking in Animal Shelter Work,14.8,14.04,41.19,10.93,15.6,23.333333333333332,6.33,16859,785
945,"Networks, Technology, and Entrepreneurship_ A Field Quasi-experiment among Women in Rural India",16.5,14.86,28.77,12.59,17.8,15.6,6.55,12342,485
946,"Newcomer Identification_ Trends, Antecedents, Moderators, and Consequences",19.2,17.59,13.41,15.11,23.1,27.666666666666668,6.75,11258,350
947,Organizational Learning in Target Setting,16.2,15.5,30.4,11.91,17.4,19.5,6.41,9956,419
948,Pay Formalization Revisited_ Considering the Effects of Manager Gender and Discretion on Closing the Gender Wage Gap,18.4,15.91,24.82,13.92,20.3,18.5,6.55,10470,357
949,"Pay-for-performance, Sometimes_ An Interdisciplinary Approach to Integrating Economic Rationality with Psychological Emotion to Predict Individual Performance",17.8,16.31,21.43,12.7,18.4,21.25,6.75,8536,351
950,"Pliable Guidance_ A Multilevel Model of Curiosity, Feedback Seeking, and Feedback Giving in Creative Work",16.7,15.09,26.24,13.74,19.1,17.0,6.86,11112,398
951,Pseudo-Precision_ Precise Forecasts and Impression Management in Managerial Earnings Forecasts,15.1,15.37,34.46,10.39,15.9,19.75,6.31,14379,727
952,Pull the Plug or Take the Plunge_ Multiple Opportunities and the Speed of Venturing Decisions in the Australian Mining Industry,17.8,15.15,25.63,13.67,19.5,13.666666666666666,6.66,11900,417
953,Red Queen Competitive Imitation in the U.K. Mobile Phone Industry,18.4,15.1,23.39,14.23,20.2,19.0,6.59,12914,421
954,Resource-Based Contingencies of When Team–Member Exchange Helps Member Performance in Teams,18.4,16.49,23.5,14.79,21.5,27.333333333333332,6.86,10043,328
955,Risk Aversion and Guanxi Activities_ A Behavioral Analysis of CEOs in China,17.3,16.6,20.52,13.24,19.1,16.4,6.97,10219,405
956,Self-reliance_ A Gender Perspective on its Relationship to Communality and Leadership Evaluations,17.4,15.15,27.15,13.01,19.0,11.142857142857142,6.52,9886,366
957,Shady Characters_ The Implications of Illicit Organizational Roles for Resilient Team Performance,16.0,13.87,36.93,12.76,17.0,16.0,6.64,11560,450
958,Symbiont Practices in Boundary Spanning_ Bridging the Cognitive and Political Divides in Interdisciplinary Research,17.2,16.25,26.34,13.7,20.0,25.666666666666668,6.7,13495,486
959,The Conditional Importance of Prior Ties_ A Group-Level Analysis of Venture Capital Syndication,17.7,14.4,24.71,13.85,19.2,16.6,6.53,14808,504
960,The Danger of Not Listening to Firms_ Government Responsiveness and the Goal of Regulatory Compliance,17.8,15.44,26.03,14.14,19.6,30.0,6.97,13413,477
961,The Emergence of Change in Unexpected Places_ Resourcing across Organizational Practices in Strategic Change,17.9,16.78,25.12,14.18,20.9,21.333333333333332,6.81,13284,458
962,"The Evolution of Issue Interpretation within Organizational Fields_ Actor Positions, Framing Trajectories, and Field Settlement",17.2,15.73,24.21,14.63,20.5,14.8,7.0,14221,475
963,The Face of the Firm_ The Influence of CEOs on Corporate Reputation,16.4,14.34,36.73,12.82,17.5,14.8,6.6,9905,382
964,The Interplay of Team and Organizational Commitment in Motivating Employees’ Interteam Conflict Handling,16.7,14.39,27.15,13.51,18.3,41.0,6.76,12033,445
965,The Meaning of My Feelings Depends on Who I Am_ Work-Related Identifications Shape Emotion Effects in Organizations,17.0,17.76,22.95,11.35,18.9,12.5,6.28,10543,462
966,"The Message is on the Wall_ Emotions, Social Media and the Dynamics of Institutional Complexity",17.8,14.52,28.91,15.82,21.3,20.75,6.91,16980,505
967,The Value of Voice to Managers_ Employee Identification and the Content of Voice,16.8,14.05,32.67,13.97,19.1,8.428571428571429,6.49,14177,474
968,Those with the Most Find It Hardest to Share_ Exploring Leader Resistance to the Implementation of Team-based Empowerment,18.0,16.6,25.32,14.59,20.6,13.0,7.06,10499,364
969,To Shift or Not to Shift_ Determinants and Consequences of Phase Shifting on Justice Judgments,16.3,16.42,31.21,12.04,17.9,13.166666666666666,6.69,8087,352
970,"To Thine Own Self Be True_ Facades of Conformity, Values Incongruence, and the Moderating Impact of Leader Integrity",17.7,15.84,18.18,13.91,19.5,15.2,6.93,9197,335
971,Too Much of a Good Thing_ The Dual Effect of Public Sponsorship on Organizational Performance,19.7,18.69,7.19,15.21,23.0,20.75,7.18,9394,313
972,Unequal Bedfellows_ Gender Role-based Deference in Multiplex Ties between Korean Business Groups,16.2,14.16,34.39,13.53,18.5,11.833333333333334,6.56,12202,433
973,Unpacking the CEO–Board Relationship_ How Strategy Making Happens in Entrepreneurial Firms,15.2,14.85,41.29,10.7,16.1,15.2,6.27,14846,694
974,When Can Humble Top Executives Retain Middle Managers_ The Moderating Role of Top Management Team Faultlines,18.3,17.87,18.59,15.16,21.2,13.5,7.81,6496,240
975,When Does Corporate Social Responsibility Reduce Employee Turnover_ Evidence from Attorneys Before and After 9_11,16.4,13.47,35.51,13.03,17.5,15.0,6.57,10663,393
976,When Does Medici Hurt Da Vinci_ Mitigating the Signaling Effect of Extraneous Stakeholder Relationships in the Field of Cultural Production,18.4,15.9,25.73,14.25,20.0,12.833333333333334,6.94,15645,551
977,When Job Performance is All Relative_ How Family Motivation Energizes Effort and Compensates for Intrinsic Motivation,18.4,15.26,18.99,13.31,18.7,14.5,6.78,10737,402
978,Whose Call to Answer_ Institutional Complexity and Firms’ CSR Reporting,17.4,15.84,27.25,13.25,19.3,38.0,6.74,11220,417
979,Why and When Does the Gender Gap Reverse_ Diversity Goals and the Pay Premium for High Potential Women,17.1,15.73,21.53,11.56,18.0,12.333333333333334,6.15,11456,474
980,Why and When Leaders’ Affective States Influence Employee Upward Voice,18.1,15.9,27.05,13.06,19.6,26.666666666666668,6.47,11355,419
981,Why is Underemployment Related to Creativity and OCB_ A Task-Crafting Explanation of the Curvilinear Moderated Relations,16.7,16.6,22.95,11.59,17.9,16.0,6.39,10638,466
982,“Dancing on Hot Coals”_ How Emotion Work Facilitates Collective Sensemaking,17.7,16.08,27.05,13.41,19.5,15.0,6.72,12102,447
983,“Devils May Sit Here_” The Role of Enchantment in Institutional Maintenance,17.1,13.94,32.87,14.35,18.9,15.4,6.8,15316,515
984,A Competence Based View of Industry Evolution_ The Impact of Submarket Convergence on Incumbent Entrant Dynamics _ Academy of Management Journal,19.6,16.08,21.77,15.59,22.1,25.333333333333332,7.06,12530,388
985,A Micro-institutional Inquiry into Resistance to Environmental Pressures _ Academy of Management Journal,22.0,18.0,-1.25,18.3,26.6,28.666666666666668,7.46,13142,343
986,"A Network View of Advice-giving and Individual Creativity in Teams_ A Brokerage-driven, Socially Perpetuated Phenomenon _ Academy of Management Journal",19.5,17.13,13.62,15.91,22.7,16.4,7.36,7704,241
987,A Role–resource Approach–avoidance Model of Job Crafting_ A Multimethod Integration and Extension of Job Crafting Theory _ Academy of Management Journal,17.2,16.31,27.66,13.19,19.6,14.8,6.65,9779,369
988,A Signaling Theory of Institutional Activism_ How Norway’s Sovereign Wealth Fund Investments Affect Firms’ Foreign Acquisitions _ Academy of Management Journal,19.8,15.97,18.42,17.21,23.5,19.75,7.37,10013,281
989,A Social Mindfulness Approach to Understanding Experienced Customer Mistreatment_ A Within-person Field Experiment _ Academy of Management Journal,19.2,17.65,15.85,14.47,22.1,19.75,6.85,10247,344
990,An Examination of the Firm-level Performance Impact of Cluster Hiring in Knowledge-intensive Firms _ Academy of Management Journal,18.4,15.21,21.16,15.07,21.3,18.5,6.56,13092,398
991,Are Family Firms Good Employers_ _ Academy of Management Journal,19.2,15.85,21.87,15.41,21.8,14.6,7.1,10110,314
992,Becoming Who We Serve_ A Model of Multi-Layered Employee–Customer Identification _ Academy of Management Journal,17.8,15.15,29.82,15.07,21.5,24.666666666666668,6.62,15348,469
993,Collaborative Stakeholder Engagement_ An Integration between Theories of Organizational Legitimacy and Learning,18.2,17.41,17.68,13.72,21.1,18.75,6.7,10583,378
994,Compromised Ethics in Hiring Processes_ How Referrers’ Power Affects Employees’ Reactions to Referral Practices _ Academy of Management Journal,19.7,14.05,17.1,16.82,22.9,25.0,6.85,12345,335
995,"Consequences of Downward Envy_ A Model of Self-esteem Threat, Abusive Supervision, and Supervisory Leader Self-improvement _ Academy of Management Journal",19.3,16.84,13.41,15.77,22.6,34.0,7.15,8959,278
996,Coordinating Service Provision in Dynamic Service Settings_ A Position-practice Relations Perspective _ Academy of Management Journal,19.0,15.21,15.48,17.29,24.4,14.0,6.91,15246,396
997,Deep Help in Complex Project Work_ Guiding and Path-Clearing Across Difficult Terrain _ Academy of Management Journal,16.4,13.94,39.4,15.51,19.9,17.0,7.2,11247,356
998,Disasters and Community Resilience_ Spanish Flu and the Formation of Retail Cooperatives in Norway,16.6,14.34,27.76,13.48,17.8,19.0,7.08,10864,411
999,Does Anger Expression Help or Harm Leader Effectiveness_ The Role of Competence-based versus Integrity-based Violations and Abusive Supervision _ Academy of Management Journal,19.4,17.01,14.93,14.74,21.9,19.25,6.81,10292,335
1000,Does Proactive Personality Matter in Leadership Transitions_ Effects of Proactive Personality on New Leader Identification and Responses to New Leaders and their Change Agendas,16.5,15.32,26.74,13.64,19.2,15.8,6.84,7779,284
1001,Does “Could” Lead to Good_ On the Road to Moral Insight _ Academy of Management Journal,19.7,15.16,12.03,18.72,25.9,19.25,7.1,13913,332
1002,Emerging Intentionality in Routine Dynamics_ A Pragmatist View,17.4,14.92,32.26,14.15,20.0,19.75,6.49,16011,529
1003,Entrepreneurial Imaginativeness in New Venture Ideation _ Academy of Management Journal,18.9,17.36,15.54,15.15,21.9,16.2,7.23,10007,333
1004,"Evenhandedness in Resource Allocation_ Its Relationship with CEO Ideology, Organizational Discretion, and Firm Performance _ Academy of Management Journal",20.0,17.07,12.9,16.14,23.1,20.0,7.36,9117,279
1005,"Examining Follower Responses to Transformational Leadership from a Dynamic, Person–Environment Fit Perspective _ Academy of Management Journal",19.9,17.94,13.92,15.4,23.2,26.0,6.99,10214,322
1006,Experience and Signaling Value in Technology Licensing Contract Payment Structures _ Academy of Management Journal,18.5,16.37,24.61,14.01,20.8,14.0,6.64,13967,474
1007,"Financial Wealth, Socioemotional Wealth, and IPO Underpricing in Family Firms_ A Two-stage Gamble Model _ Academy of Management Journal",19.2,14.63,20.15,15.75,21.5,17.4,6.79,13247,391
